name,onlineorder,booktable,rate,location,cuisines,cost,type,city,Mean Rating
Krishna Sagar,TRUE,FALSE,39,BTM,South Indian North Indian Chinese,300,Dineout,Koramangala 4th Block,37
Dum Biryani Hub,TRUE,FALSE,39,BTM,Biryani,700,Dineout,Koramangala 4th Block,371
The Terrace At GillyS Redefined,FALSE,TRUE,46,Koramangala 4th Block,Continental Finger Food Asian North Indian,14,Drinks  nightlife,Koramangala 4th Block,456
Myu Bar At GillyS Redefined,FALSE,TRUE,45,Koramangala 4th Block,American North Indian Pizza Finger Food Continental Italian,12,,,
The Fixx,FALSE,TRUE,43,Koramangala 4th Block,Continental South Indian Italian North Indian Chinese,12,Drinks  nightlife,Koramangala 4th Block,423
Prost Brew Pub,FALSE,TRUE,45,Koramangala 4th Block,American Continental North Indian Salad,18,Drinks  nightlife,Koramangala 4th Block,448
Sotally Tober,FALSE,TRUE,44,Koramangala 4th Block,Asian Burger Pizza Chinese Finger Food,12,,,
1522  The Pub,FALSE,TRUE,42,Koramangala 4th Block,Chinese Continental North Indian,14,Drinks  nightlife,Koramangala 4th Block,411
The Beer Cafe,TRUE,TRUE,42,Koramangala 4th Block,Finger Food Chinese Italian Burger,13,Drinks  nightlife,Koramangala 4th Block,405
Cilantro,TRUE,TRUE,4,Koramangala 4th Block,European American Continental North Indian Steak,15,Drinks  nightlife,Koramangala 4th Block,384
Fill N Chill Resto Bar  Pub,TRUE,TRUE,39,Koramangala 4th Block,Finger Food North Indian Chinese,12,Drinks  nightlife,Koramangala 4th Block,371
Fandom At GillyS Redefined,FALSE,FALSE,39,Koramangala 4th Block,Finger Food,15,Drinks  nightlife,Koramangala 4th Block,367
Barcode,FALSE,TRUE,38,Koramangala 4th Block,South Indian North Indian,13,Drinks  nightlife,Koramangala 4th Block,358
The Bier Library,TRUE,TRUE,43,Koramangala 6th Block,Continental North Indian Pizza BBQ,2,Drinks  nightlife,Koramangala 4th Block,423
Koramangala Social,TRUE,FALSE,46,Koramangala 7th Block,American North Indian Chinese Finger Food,15,,,
Xoox Brewmill,FALSE,TRUE,44,Koramangala 5th Block,Modern Indian European Asian,2,,,
GillyS Restobar,FALSE,TRUE,45,Koramangala 5th Block,Finger Food Continental North Indian,1,,,
Bombay Adda,FALSE,TRUE,44,Koramangala 7th Block,Modern Indian,11,Drinks  nightlife,Koramangala 4th Block,438
FennyS Lounge And Kitchen,FALSE,TRUE,46,Koramangala 7th Block,Mediterranean Pizza Continental Seafood Salad,16,,,
Biergarten,FALSE,TRUE,48,Koramangala 5th Block,Continental North Indian Chinese European BBQ Finger Food Asian,21,Drinks  nightlife,Koramangala 4th Block,483
Brooks And Bonds Brewery,TRUE,TRUE,45,Koramangala 5th Block,Continental Mediterranean North Indian Chinese Finger Food,16,,,
House Of Commons,FALSE,TRUE,47,Koramangala 5th Block,Continental Asian North Indian,1,,,
Foxtrot  House Of Subculture,FALSE,TRUE,44,Koramangala 3rd Block,Cafe American Asian North Indian,1,,,
Drava,FALSE,TRUE,43,Koramangala 5th Block,Pizza Continental North Indian Asian,15,Drinks  nightlife,Koramangala 4th Block,43
The Boozy Griffin,FALSE,TRUE,46,Koramangala 5th Block,European Continental,18,,,
Simon Says Brew Works,FALSE,TRUE,45,Koramangala 5th Block,Continental American Italian Modern Indian Pizza Burger,14,,,
Happy Brew,FALSE,TRUE,4,Koramangala 5th Block,Continental American Chinese BBQ Salad,1,,,
Crawl Street,TRUE,TRUE,43,Koramangala 5th Block,Continental Finger Food North Indian Chinese,12,,,
The Old Fashioned Bar,FALSE,TRUE,45,Koramangala 6th Block,Finger Food North Indian Continental,1,Drinks  nightlife,Koramangala 4th Block,448
BHive,FALSE,TRUE,43,Koramangala 1st Block,Finger Food North Indian,12,,,
HarryS Bar  Cafe,TRUE,TRUE,42,Koramangala 7th Block,Asian American Mexican,14,Drinks  nightlife,Koramangala 4th Block,407
Barleyz,FALSE,FALSE,37,Koramangala 6th Block,North Indian Continental Chinese,2,,,
WhatS In A Name,TRUE,TRUE,41,Koramangala 5th Block,Finger Food Asian European Italian,12,,,
SathyaS,FALSE,TRUE,41,Koramangala 3rd Block,North Indian Chinese,12,Drinks  nightlife,Koramangala 4th Block,397
The Local  Terrace Drinkery,FALSE,FALSE,4,Koramangala 6th Block,Continental American Pizza BBQ,1,Drinks  nightlife,Koramangala 4th Block,384
Bulls N Bears  Bar Trade Xchange,FALSE,TRUE,39,Koramangala 5th Block,Finger Food North Indian Continental Pizza,1,Drinks  nightlife,Koramangala 4th Block,368
Tilt Gastro Lounge,FALSE,TRUE,41,Koramangala 5th Block,Continental American North Indian Chinese,15,Drinks  nightlife,Koramangala 4th Block,397
Drunkling  Sizzlers And Pub,TRUE,TRUE,44,Koramangala 5th Block,Chinese Continental North Indian Burger Pizza Seafood,1,Drinks  nightlife,Koramangala 4th Block,435
Gorilla Barfare,FALSE,FALSE,42,Koramangala 6th Block,Continental Pizza Burger,14,Drinks  nightlife,Koramangala 4th Block,41
Over The Top Terrace Lounge,FALSE,TRUE,39,Koramangala 5th Block,Continental North Indian,14,Drinks  nightlife,Koramangala 4th Block,371
SherlockS Pub,FALSE,TRUE,39,Koramangala 5th Block,Continental North Indian Chinese,13,Drinks  nightlife,Koramangala 4th Block,356
Tetto,TRUE,FALSE,37,Koramangala 1st Block,Continental,12,Drinks  nightlife,Koramangala 4th Block,345
JimiS Beer Cafe,FALSE,FALSE,38,Koramangala 6th Block,American North Indian Chinese,17,Drinks  nightlife,Koramangala 4th Block,363
Banana Beach Bar,TRUE,TRUE,37,Koramangala 6th Block,Continental Chinese,13,Drinks  nightlife,Koramangala 4th Block,345
The Local  Burger Bar,FALSE,FALSE,38,Koramangala 6th Block,American Pizza Burger,15,Drinks  nightlife,Koramangala 4th Block,358
Black Pepper Lounge  Case De Bengaluru,FALSE,TRUE,37,Koramangala 6th Block,Finger Food,12,Drinks  nightlife,Koramangala 4th Block,345
Hammered,FALSE,FALSE,43,HSR,North Indian South Indian Continental Asian,12,,,
Baar Union,FALSE,TRUE,46,HSR,Continental Finger Food Asian Chinese,850,Drinks  nightlife,Koramangala 4th Block,461
Loveshack,FALSE,TRUE,4,Domlur,Continental Pizza North Indian Goan Burger Cafe,16,Drinks  nightlife,Koramangala 4th Block,383
Safe House,FALSE,TRUE,41,HSR,Continental North Indian Chinese Finger Food,12,,,
MurphyS Brewhouse  The Paul Bangalore,FALSE,TRUE,43,Domlur,Continental North Indian Finger Food,17,Drinks  nightlife,Koramangala 4th Block,423
The Black Pearl,FALSE,TRUE,47,Koramangala 5th Block,North Indian European Mediterranean,14,,,
Boho,FALSE,TRUE,42,Koramangala 5th Block,Continental Asian American North Indian Desserts,12,,,
Bonsouth,TRUE,TRUE,42,Koramangala 5th Block,Chettinad Andhra Kerala,13,Buffet,Koramangala 5th Block,41
Xoox Brewmill,FALSE,TRUE,44,Koramangala 5th Block,Modern Indian European Asian,2,Buffet,Koramangala 5th Block,435
Buff Buffet Buff,TRUE,TRUE,45,Koramangala 5th Block,North Indian Chinese Continental Thai Salad,15,,,
Sultans Of Spice,TRUE,TRUE,45,Koramangala 5th Block,North Indian Mughlai Salad,13,Buffet,Koramangala 5th Block,448
Asia Kitchen By Mainland China,TRUE,TRUE,49,Koramangala 5th Block,Asian Chinese Thai Momos,15,,,
Empire Restaurant,TRUE,FALSE,41,Koramangala 5th Block,North Indian Mughlai South Indian Chinese,750,,,
Hunan,FALSE,TRUE,43,Koramangala 5th Block,Chinese Thai Momos,11,Buffet,Koramangala 5th Block,416
Over The Top Terrace Lounge,FALSE,TRUE,39,Koramangala 5th Block,Continental North Indian,14,Buffet,Koramangala 5th Block,371
Naati Manae,TRUE,TRUE,39,Koramangala 5th Block,North Indian South Indian Chinese Biryani,700,Buffet,Koramangala 5th Block,371
Urban Spoon Buffet Restaurant,FALSE,TRUE,35,Koramangala 5th Block,North Indian Chinese,1,Buffet,Koramangala 5th Block,319
Foxtrot  House Of Subculture,FALSE,TRUE,44,Koramangala 3rd Block,Cafe American Asian North Indian,1,,,
Onesta,TRUE,TRUE,44,Koramangala 4th Block,Pizza Cafe Italian,600,,,
Barbeque Nation,FALSE,TRUE,47,Koramangala 1st Block,North Indian European Mediterranean BBQ Kebab,16,Buffet,Koramangala 5th Block,452
Punjab Bistro,TRUE,TRUE,44,Koramangala 7th Block,North Indian,15,Buffet,Koramangala 5th Block,429
By The Blue  Grand Mercure,FALSE,TRUE,41,Koramangala 3rd Block,North Indian Mughlai,15,Buffet,Koramangala 5th Block,397
Toscano,TRUE,TRUE,45,Koramangala 7th Block,Italian Salad,15,Buffet,Koramangala 5th Block,437
Barleyz,FALSE,FALSE,37,Koramangala 6th Block,North Indian Continental Chinese,2,Buffet,Koramangala 5th Block,352
Salt  Indian Restaurant Bar  Grill,TRUE,TRUE,44,Koramangala 7th Block,North Indian Mughlai Biryani,15,,,
Hanoi  Vietnamese Cuisine,TRUE,TRUE,44,Koramangala 4th Block,Vietnamese,1,Buffet,Koramangala 5th Block,435
Magnolia,TRUE,TRUE,41,Koramangala 3rd Block,Chinese Thai Asian,900,Buffet,Koramangala 5th Block,397
Tangerine  Davanam Sarovar Portico Suites,TRUE,TRUE,4,Koramangala 2nd Block,Continental Italian North Indian Asian Bakery Chinese European Japanese,11,Buffet,Koramangala 5th Block,384
Oye Amritsar,TRUE,TRUE,4,Koramangala 6th Block,North Indian,600,Buffet,Koramangala 5th Block,379
Banjara Melting Pot,TRUE,TRUE,42,Koramangala 4th Block,North Indian Chinese Seafood,17,Buffet,Koramangala 5th Block,41
Cilantro,TRUE,TRUE,4,Koramangala 4th Block,European American Continental North Indian Steak,15,Buffet,Koramangala 5th Block,384
China Bowl,TRUE,FALSE,39,Koramangala 6th Block,Chinese,1,Buffet,Koramangala 5th Block,371
SaaraS Cafe  Ss Lumina Hotel,FALSE,TRUE,42,Koramangala 7th Block,North Indian South Indian Chinese Arabian,800,Buffet,Koramangala 5th Block,41
12Th Main  Grand Mercure,FALSE,TRUE,41,Koramangala 3rd Block,European Asian,2,Buffet,Koramangala 5th Block,397
SaaraS Grill N Spice  Ss Lumina Hotel,FALSE,TRUE,43,Koramangala 7th Block,North Indian Arabian Beverages,1,Buffet,Koramangala 5th Block,423
Embers  Nandhana Grand Hotel,FALSE,FALSE,38,Koramangala 6th Block,North Indian South Indian Thai Chinese Continental,900,Buffet,Koramangala 5th Block,358
The Globe Grub,FALSE,TRUE,44,BTM,Continental North Indian Asian Italian,13,Buffet,Koramangala 5th Block,448
Savoury Restaurant,TRUE,FALSE,39,BTM,Arabian North Indian Chinese Fast Food,800,Buffet,Koramangala 5th Block,35
Truffles,FALSE,FALSE,47,Koramangala 5th Block,Cafe American Burger Steak,900,Cafes,Koramangala 5th Block,461
Dyu Art Cafe,FALSE,FALSE,45,Koramangala 5th Block,Cafe Italian Fast Food,800,Cafes,Koramangala 5th Block,448
Om Made Cafe,FALSE,FALSE,41,Koramangala 5th Block,Cafe Continental European Juices,13,Cafes,Koramangala 5th Block,394
Sixth Avenue Cafe And Patisserie,FALSE,FALSE,44,Koramangala 5th Block,Cafe Italian Desserts,600,Cafes,Koramangala 5th Block,436
A Hole Lotta Love Cafe,TRUE,FALSE,43,Koramangala 5th Block,Cafe American Burger Sandwich Beverages,600,Cafes,Koramangala 5th Block,429
Dice N Dine,TRUE,TRUE,43,Koramangala 5th Block,Continental Cafe Italian Fast Food Steak,900,Cafes,Koramangala 5th Block,423
Stoner,TRUE,FALSE,45,Koramangala 5th Block,Ice Cream Cafe Pizza Burger Desserts Beverages,500,,,
York St,TRUE,FALSE,44,Koramangala 5th Block,Cafe European Continental,900,Cafes,Koramangala 5th Block,435
Roundup Cafe,TRUE,TRUE,42,Koramangala 5th Block,Cafe Continental Beverages,800,,,
Hungry Hippie,FALSE,TRUE,43,Koramangala 5th Block,Cafe Continental Italian Burger,800,,,
Market Table,FALSE,TRUE,45,Koramangala 5th Block,Cafe Continental Mediterranean Beverages,900,,,
Nuts Over Salads Cafe,TRUE,TRUE,45,Koramangala 5th Block,Cafe Salad,800,Cafes,Koramangala 5th Block,439
Cafe DHide,TRUE,TRUE,42,Koramangala 5th Block,Cafe American Continental Italian,600,Cafes,Koramangala 5th Block,41
Cafe Medley,TRUE,FALSE,42,Koramangala 5th Block,Cafe Continental Burger,800,Cafes,Koramangala 5th Block,41
99 Pancakes,TRUE,FALSE,45,Koramangala 5th Block,Desserts Cafe,300,,,
Bistro Oui,TRUE,TRUE,41,Koramangala 5th Block,Cafe Continental Salad Steak,12,Cafes,Koramangala 5th Block,397
SmallyS Resto Cafe,TRUE,TRUE,42,Koramangala 5th Block,Cafe Italian Burger American Steak,650,,,
Fresh Pressery Cafe,TRUE,FALSE,41,Koramangala 5th Block,Cafe Healthy Food Salad Beverages Desserts,12,Cafes,Koramangala 5th Block,395
Chai Galli,TRUE,FALSE,44,Koramangala 5th Block,Cafe Tea Street Food,450,Cafes,Koramangala 5th Block,42
Cafemoto,TRUE,FALSE,4,Koramangala 5th Block,Cafe Continental Italian Burger,800,Cafes,Koramangala 5th Block,384
Wtf,TRUE,FALSE,41,Koramangala 5th Block,Cafe Continental,600,Cafes,Koramangala 5th Block,397
Barista,FALSE,FALSE,35,Koramangala 5th Block,Cafe,300,,,
Billionaires Cafe,FALSE,FALSE,38,Koramangala 5th Block,Cafe Italian,600,Cafes,Koramangala 5th Block,358
Dhuaan,FALSE,FALSE,43,Koramangala 5th Block,Cafe Continental,800,Cafes,Koramangala 5th Block,41
Cafe Coffee Day,TRUE,FALSE,29,Koramangala 5th Block,Cafe,650,Cafes,Koramangala 5th Block,295
Tella Tales,TRUE,FALSE,42,Koramangala 5th Block,Cafe Desserts Beverages,700,Cafes,Koramangala 5th Block,41
The Hole In The Wall Cafe,FALSE,FALSE,46,Koramangala 4th Block,Cafe American Burger,600,,,
Onesta,TRUE,TRUE,44,Koramangala 4th Block,Pizza Cafe Italian,600,,,
Third Wave Coffee Roasters,FALSE,FALSE,44,Koramangala 4th Block,Cafe Continental Desserts,800,,,
Zee5 Loft,TRUE,FALSE,44,Koramangala 6th Block,Cafe North Indian Pizza Sandwich Salad,500,,,
Blue Tokai Coffee Roasters,TRUE,FALSE,4,Koramangala 8th Block,Cafe Coffee,400,Cafes,Koramangala 5th Block,384
Bistro Claytopia,TRUE,TRUE,41,Koramangala 1st Block,Cafe American Italian Burger,600,,,
Cafe Thulp,TRUE,FALSE,41,Koramangala 1st Block,Cafe Burger Italian Salad,1,Cafes,Koramangala 5th Block,376
Dialogues,FALSE,FALSE,41,Koramangala 4th Block,Cafe Continental,600,Cafes,Koramangala 5th Block,393
Bearfoot Cafe,TRUE,FALSE,42,Koramangala 6th Block,Cafe,600,Cafes,Koramangala 5th Block,41
Mr Beans  Home Cafe,TRUE,TRUE,42,Koramangala 3rd Block,Cafe Continental Italian,1,,,
Stoked,FALSE,FALSE,43,Koramangala 4th Block,Cafe Italian Pizza,850,Cafes,Koramangala 5th Block,423
Mimansa  Foxtrot,TRUE,TRUE,44,Koramangala 3rd Block,Cafe,1,Cafes,Koramangala 5th Block,435
Bundar,FALSE,FALSE,41,Koramangala 6th Block,Cafe Burger Fast Food Desserts,700,Cafes,Koramangala 5th Block,397
Sardarji Londonwaley,TRUE,FALSE,41,Koramangala 1st Block,North Indian,450,Delivery,Koramangala 5th Block,39
Shanmukha,TRUE,FALSE,4,HSR,Biryani Andhra North Indian Chinese,800,,,
Sai Abhiruchi,TRUE,FALSE,37,BTM,Andhra North Indian Biryani,800,Delivery,Koramangala 5th Block,355
Fish Chain,TRUE,FALSE,41,BTM,Seafood BBQ Biryani,250,Delivery,Koramangala 5th Block,381
Swadista Aahar,TRUE,FALSE,41,BTM,South Indian North Indian Chinese Street Food,300,Delivery,Koramangala 5th Block,4
Kannur Food Point,TRUE,FALSE,37,BTM,Kerala Chinese,200,Delivery,Koramangala 5th Block,363
Freshmenu,TRUE,FALSE,39,Koramangala,Healthy Food Chinese Biryani North Indian Continental Salad American Burger,450,Delivery,Koramangala 5th Block,333
The Paratha Company,TRUE,FALSE,43,HSR,North Indian,400,Delivery,Koramangala 5th Block,419
Leon Grill,TRUE,FALSE,43,Koramangala 5th Block,Burger Fast Food,500,Delivery,Koramangala 5th Block,411
Delhi Food Point,TRUE,FALSE,33,Koramangala 1st Block,North Indian Beverages,250,Delivery,Koramangala 5th Block,294
Hiyar Majhe Kolkata,TRUE,FALSE,39,BTM,Bengali North Indian,400,Delivery,Koramangala 5th Block,377
Capsicum Family Restaurant,TRUE,FALSE,38,BTM,Biryani North Indian,800,Delivery,Koramangala 5th Block,358
Chettayees,TRUE,FALSE,34,BTM,Kerala North Indian Chinese,400,Delivery,Koramangala 5th Block,306
La PinoZ Pizza,TRUE,FALSE,41,Koramangala 4th Block,Italian Pizza Beverages,600,Delivery,Koramangala 5th Block,397
Aligarh House,TRUE,FALSE,44,Koramangala,North Indian Biryani Awadhi Mughlai,400,Delivery,Koramangala 5th Block,435
New Tasty Cafeteria,TRUE,FALSE,38,BTM,North Indian Kerala,500,Delivery,Koramangala 5th Block,358
Burger King,TRUE,FALSE,41,HSR,Burger Fast Food Beverages,600,Delivery,Koramangala 5th Block,37
Khatta Meetha Teekha,TRUE,FALSE,42,Koramangala 6th Block,Street Food North Indian Mithai Chinese Beverages,300,Delivery,Koramangala 5th Block,416
Abhiruchi Hotel,TRUE,FALSE,35,BTM,Andhra Biryani Chinese North Indian Seafood South Indian,600,Delivery,Koramangala 5th Block,313
Hotel Manu,TRUE,FALSE,38,HSR,South Indian Kerala Chinese North Indian,400,Delivery,Koramangala 5th Block,365
Bhojohori Manna,TRUE,FALSE,41,Koramangala 6th Block,Bengali Mughlai,650,,,
Truly Punjab,TRUE,FALSE,41,Koramangala 1st Block,North Indian Biryani,500,Delivery,Koramangala 5th Block,397
Sri Lakshmi Dhaba,TRUE,FALSE,3,BTM,North Indian,250,,,
AlBek,TRUE,FALSE,39,BTM,Biryani North Indian Charcoal Chicken Chinese Seafood Rolls,450,Delivery,Koramangala 5th Block,363
Easy Bites,TRUE,FALSE,41,BTM,Fast Food Sandwich,300,Delivery,Koramangala 5th Block,389
Sagar Fast Food,TRUE,FALSE,4,Koramangala 8th Block,South Indian North Indian Street Food Chinese,250,Delivery,Koramangala 5th Block,371
GogulaS Sweets  Chats,TRUE,FALSE,4,BTM,Mithai Street Food Fast Food,200,Delivery,Koramangala 5th Block,385
Apna Punjab,TRUE,FALSE,37,BTM,North Indian Chinese Fast Food,450,Delivery,Koramangala 5th Block,342
Empire Restaurant,TRUE,FALSE,38,BTM,Kerala Seafood South Indian Chinese North Indian Charcoal Chicken Beverages,400,Delivery,Koramangala 5th Block,389
Biryani Pot,TRUE,FALSE,38,BTM,Biryani,500,Delivery,Koramangala 5th Block,358
Roti Wala,TRUE,FALSE,4,BTM,North Indian,300,Delivery,Koramangala 5th Block,389
Kerala Pavilion,TRUE,FALSE,38,Domlur,Kerala South Indian Seafood Biryani,300,Delivery,Koramangala 5th Block,37
Birinz,TRUE,FALSE,43,HSR,Biryani Kebab Fast Food,650,Delivery,Koramangala 5th Block,407
Sri Ganesh Juice Junction,TRUE,FALSE,41,Koramangala 8th Block,Beverages Juices Fast Food,150,Delivery,Koramangala 5th Block,397
Andhra Kitchen,TRUE,FALSE,4,BTM,Andhra Biryani,400,Delivery,Koramangala 5th Block,384
MuthashyS,TRUE,FALSE,42,BTM,Kerala South Indian Chinese,400,Delivery,Koramangala 5th Block,41
Kullad Cafe,TRUE,FALSE,39,BTM,North Indian Cafe Fast Food Beverages,200,Delivery,Koramangala 5th Block,371
Ambur Biryani Point,TRUE,FALSE,42,Koramangala 1st Block,Biryani Kebab,250,Delivery,Koramangala 5th Block,41
Swad Punjab Da,TRUE,FALSE,41,BTM,North Indian,150,Delivery,Koramangala 5th Block,394
Hatti Punjab Di,TRUE,FALSE,39,Koramangala 1st Block,North Indian Chinese,250,Delivery,Koramangala 5th Block,326
Kalingas,TRUE,FALSE,39,BTM,Oriya Fast Food,250,Delivery,Koramangala 5th Block,371
Wok Paper Scissors,TRUE,FALSE,43,Koramangala 5th Block,Asian Malaysian Chinese Thai Momos,550,,,
Corner House Ice Cream,TRUE,FALSE,46,Koramangala 5th Block,Ice Cream Desserts,400,Delivery,Koramangala 5th Block,444
Momoz,FALSE,FALSE,39,Koramangala 5th Block,Chinese Momos,600,Delivery,Koramangala 5th Block,373
Xo Belgian Waffle,TRUE,FALSE,45,BTM,Desserts Beverages,400,Delivery,Koramangala 5th Block,437
Kota Kachori,TRUE,FALSE,43,Koramangala 6th Block,Street Food Desserts North Indian Mithai Rajasthani,400,,,
Paratha Junction,TRUE,FALSE,29,BTM,North Indian Chinese,300,Delivery,Koramangala 5th Block,249
Taco Bell,TRUE,FALSE,41,Koramangala 6th Block,Mexican American Fast Food,600,Delivery,Koramangala 5th Block,386
30 Square,TRUE,FALSE,42,Koramangala 5th Block,Tibetan Nepalese Momos,400,Delivery,Koramangala 5th Block,41
Golden Restaurant,TRUE,TRUE,34,HSR,North Indian Mughlai,750,Delivery,Koramangala 5th Block,313
Hakka Chinese Restaurant,TRUE,FALSE,39,Koramangala 1st Block,Chinese Thai,600,Delivery,Koramangala 5th Block,371
Shree Muthahalli Veg,TRUE,FALSE,42,HSR,South Indian North Indian Chinese Juices Ice Cream,300,Delivery,Koramangala 5th Block,402
Just Shawarma,TRUE,FALSE,4,Koramangala 5th Block,Arabian,300,Delivery,Koramangala 5th Block,363
Punjabi Dhaba,TRUE,FALSE,34,Ejipura,North Indian,350,Delivery,Koramangala 5th Block,309
Cake Box,TRUE,FALSE,35,Koramangala 8th Block,Bakery Desserts,400,Delivery,Koramangala 5th Block,313
Truffles,FALSE,FALSE,47,Koramangala 5th Block,Cafe American Burger Steak,900,,,
Subway,TRUE,FALSE,31,HSR,Salad Fast Food,600,Delivery,Koramangala 5th Block,31
Dum Biryani Hub,TRUE,FALSE,39,BTM,Biryani,700,Delivery,Koramangala 5th Block,371
Royal Biryani Kitchen,TRUE,FALSE,39,BTM,Biryani North Indian Kebab,600,Delivery,Koramangala 5th Block,372
Sulemani Chichas,TRUE,FALSE,41,Koramangala 5th Block,Biryani Hyderabadi Kebab,400,Delivery,Koramangala 5th Block,397
Maa Bhook Lagi,TRUE,FALSE,39,Koramangala 4th Block,North Indian,400,Delivery,Koramangala 5th Block,375
Meghana Foods,TRUE,FALSE,44,Koramangala 5th Block,Biryani Seafood Andhra North Indian,600,Delivery,Koramangala 5th Block,428
Behrouz Biryani,TRUE,FALSE,4,Koramangala 8th Block,Biryani,650,Delivery,Koramangala 5th Block,384
Chaat Street,TRUE,FALSE,4,Koramangala 6th Block,Street Food North Indian,250,Delivery,Koramangala 5th Block,385
Madeena Hotel,TRUE,FALSE,39,HSR,North Indian Mughlai Biryani,400,Delivery,Koramangala 5th Block,371
Chai Point,TRUE,FALSE,4,BTM,Tea Beverages Fast Food,250,Delivery,Koramangala 5th Block,367
South Tiffins,TRUE,FALSE,36,HSR,South Indian,150,Delivery,Koramangala 5th Block,328
Zero Mile Punjab,TRUE,TRUE,41,HSR,North Indian Mughlai,800,,,
Vegan Heat,TRUE,FALSE,41,Koramangala 1st Block,Healthy Food Salad,650,Delivery,Koramangala 5th Block,397
Litti Twist,TRUE,FALSE,42,BTM,North Indian Bihari,300,Delivery,Koramangala 5th Block,409
Punjabi Nawabi,TRUE,FALSE,4,Koramangala 1st Block,North Indian,500,Delivery,Koramangala 5th Block,377
Bathinda Tandoor,TRUE,FALSE,38,BTM,North Indian,300,Delivery,Koramangala 5th Block,365
Kfc,TRUE,FALSE,37,HSR,Burger Fast Food,400,Delivery,Koramangala 5th Block,339
Savitha Family Restaurant,TRUE,FALSE,4,Koramangala 4th Block,North Indian,500,Delivery,Koramangala 5th Block,384
Savoury Restaurant,TRUE,FALSE,39,BTM,Arabian North Indian Chinese Fast Food,800,Delivery,Koramangala 5th Block,35
Mahesh Friends Food Center,TRUE,FALSE,29,BTM,Chinese North Indian,300,,,
Ghee Biryanis,TRUE,FALSE,35,BTM,Biryani North Indian,500,Delivery,Koramangala 5th Block,312
Pizza Hut,TRUE,FALSE,39,Koramangala 6th Block,Pizza Fast Food,750,Delivery,Koramangala 5th Block,304
The Biriyani Pedia,TRUE,FALSE,39,BTM,Biryani North Indian,300,Delivery,Koramangala 5th Block,375
Alankrutha,TRUE,FALSE,38,BTM,Andhra Biryani North Indian Chinese,500,Delivery,Koramangala 5th Block,365
DadiS Dum Biryani,TRUE,TRUE,41,BTM,Biryani North Indian Mughlai,800,Delivery,Koramangala 5th Block,394
Thalassery Restaurant,TRUE,FALSE,37,Koramangala 5th Block,Kerala Biryani South Indian North Indian Chinese Seafood Juices,600,Delivery,Koramangala 5th Block,329
Kaaram,TRUE,FALSE,39,Koramangala 6th Block,Andhra Biryani,500,Delivery,Koramangala 5th Block,358
Bathinda Junction,TRUE,TRUE,41,Koramangala 5th Block,North Indian,600,Delivery,Koramangala 5th Block,383
Anand Sweets And Savouries,TRUE,FALSE,42,Koramangala 5th Block,Mithai Street Food,400,Delivery,Koramangala 5th Block,394
Sri Vishnu Park,TRUE,FALSE,38,BTM,South Indian North Indian Chinese,350,Delivery,Koramangala 5th Block,358
New Punjabi Hotel,TRUE,FALSE,37,BTM,North Indian Chinese,400,Delivery,Koramangala 5th Block,332
Potful,TRUE,FALSE,41,Domlur,Biryani Kebab Rolls Mughlai,650,Delivery,Koramangala 5th Block,382
Krishna Sagar,TRUE,FALSE,39,BTM,South Indian North Indian Chinese,300,Delivery,Koramangala 5th Block,37
New Gongura Grand,TRUE,FALSE,39,HSR,Andhra Biryani North Indian Chinese,550,Delivery,Koramangala 5th Block,371
Kabab Magic,TRUE,FALSE,4,Jayanagar,North Indian Kebab Fast Food,500,Delivery,Koramangala 5th Block,332
Biryani Junction,TRUE,FALSE,23,Bommanahalli,Biryani North Indian Chinese,450,Delivery,Koramangala 5th Block,165
Sri Udupi Park,TRUE,FALSE,4,HSR,South Indian North Indian Chinese Beverages,300,Delivery,Koramangala 5th Block,364
Aasife  Brothers Biriyani Centre,TRUE,FALSE,39,HSR,Biryani North Indian South Indian Chinese,600,Delivery,Koramangala 5th Block,368
Asha Tiffins,TRUE,FALSE,43,HSR,South Indian,150,Delivery,Koramangala 5th Block,423
Hyderabad Biryaani House,TRUE,FALSE,41,Koramangala 5th Block,Biryani North Indian Chinese Hyderabadi,750,Delivery,Koramangala 5th Block,38
Aramane Donne Biriyani,TRUE,FALSE,39,BTM,Biryani Fast Food,300,Delivery,Koramangala 5th Block,371
Warm Oven,TRUE,FALSE,43,Domlur,Bakery Desserts,500,Delivery,Koramangala 5th Block,404
Gyani Da Punjabi Dhaba,TRUE,FALSE,39,BTM,North Indian Chinese,500,Delivery,Koramangala 5th Block,371
Amontron,TRUE,FALSE,39,BTM,Bengali,650,Delivery,Koramangala 5th Block,371
Tharavadu,TRUE,FALSE,39,HSR,Chinese North Indian Kerala,400,Delivery,Koramangala 5th Block,36
Ovenstory Pizza,TRUE,FALSE,41,Koramangala 8th Block,Pizza,750,,,
Sangam Sweets,TRUE,FALSE,39,HSR,Mithai Street Food,200,Delivery,Koramangala 5th Block,366
Biryani Palace,TRUE,FALSE,39,HSR,Biryani Hyderabadi Chinese,600,Delivery,Koramangala 5th Block,371
Odissi Restaurant,TRUE,FALSE,29,BTM,Oriya,200,Delivery,Koramangala 5th Block,24
Le Arabia,TRUE,FALSE,42,JP Nagar,North Indian Mughlai,600,Delivery,Koramangala 5th Block,423
Grow Fit,TRUE,FALSE,4,Koramangala 6th Block,Healthy Food North Indian Thai,500,Delivery,Koramangala 5th Block,38
